,carat,cut,cut_ord,color,clarity,clarity_ord,Price,RECAP Price,,,,
104,0.52,Very Good,3,D,VS2,5,"1,850.06",1850.06,,,,
471,0.52,Very Good,3,F,VVS2,6,"2,304.06",2304.06,,,,
780,0.52,Very Good,3,G,VVS1,7,"2,758.06",2758.06,,,,
879,0.52,Very Good,3,H,VS1,4,"1,396.06",1396.06,,,,
2238,0.52,Very Good,3,D,VS2,5,"1,850.06",1850.06,,,,
2438,0.52,Very Good,3,G,VS1,4,"1,396.06",1396.06,,,,
2445,0.52,Very Good,3,G,VVS2,6,"2,304.06",2304.06,,,,
2523,0.52,Very Good,3,I,SI1,3,942.06,942.06,,,,
2889,0.52,Very Good,3,I,VS1,4,"1,396.06",1396.06,,,,
2952,0.52,Very Good,3,H,SI1,3,942.06,942.06,,,,
209,0.52,Good,2,G,SI1,3,783.96,783.96,,,,
1669,0.52,Good,2,E,SI1,3,783.96,783.96,,,,
2965,0.52,Good,2,G,VS2,5,"1,691.96",1691.96,,,,
52,0.51,Ideal,5,F,SI1,3,"1,174.13",1174.13,,,,
133,0.51,Ideal,5,D,VS2,5,"2,082.13",2082.13,,,,
135,0.51,Ideal,5,E,SI2,2,720.13,720.13,,,,
306,0.51,Ideal,5,H,VS2,5,"2,082.13",2082.13,,,,
326,0.51,Ideal,5,E,VS2,5,"2,082.13",2082.13,,,,
505,0.51,Ideal,5,I,VS2,5,"2,082.13",2082.13,,,,
686,0.51,Ideal,5,D,VS2,5,"2,082.13",2082.13,,,,
735,0.51,Ideal,5,F,VS2,5,"2,082.13",2082.13,,,,
827,0.51,Ideal,5,D,SI2,2,720.13,720.13,,,,
993,0.51,Ideal,5,D,VS1,4,"1,628.13",1628.13,,,,
1213,0.51,Ideal,5,F,VS1,4,"1,628.13",1628.13,,,,
1243,0.51,Ideal,5,G,SI1,3,"1,174.13",1174.13,,,,
1333,0.51,Ideal,5,H,VVS2,6,"2,536.13",2536.13,,,,
1359,0.51,Ideal,5,G,VVS2,6,"2,536.13",2536.13,,,,
1410,0.51,Ideal,5,G,VVS2,6,"2,536.13",2536.13,,,,
1581,0.51,Ideal,5,D,VS2,5,"2,082.13",2082.13,,,,
1593,0.51,Ideal,5,D,VS2,5,"2,082.13",2082.13,,,,
1654,0.51,Ideal,5,D,VVS2,6,"2,536.13",2536.13,,,,
1670,0.51,Ideal,5,G,VS1,4,"1,628.13",1628.13,,,,
1714,0.51,Ideal,5,G,VVS2,6,"2,536.13",2536.13,,,,
1728,0.51,Ideal,5,I,VVS2,6,"2,536.13",2536.13,,,,
1873,0.51,Ideal,5,F,VS1,4,"1,628.13",1628.13,,,,
2091,0.51,Ideal,5,D,VS1,4,"1,628.13",1628.13,,,,
2130,0.51,Ideal,5,D,VS2,5,"2,082.13",2082.13,,,,
2223,0.51,Ideal,5,G,VVS1,7,"2,990.13",2990.13,,,,
2225,0.51,Ideal,5,E,SI1,3,"1,174.13",1174.13,,,,
2323,0.51,Ideal,5,G,VS1,4,"1,628.13",1628.13,,,,
2342,0.51,Ideal,5,I,VS2,5,"2,082.13",2082.13,,,,
2359,0.51,Ideal,5,E,VS2,5,"2,082.13",2082.13,,,,
2689,0.51,Ideal,5,E,SI2,2,720.13,720.13,,,,
2720,0.51,Ideal,5,G,VS1,4,"1,628.13",1628.13,,,,
2728,0.51,Ideal,5,G,VS1,4,"1,628.13",1628.13,,,,
150,0.51,Premium,4,D,VS1,4,"1,470.03",1470.03,,,,
197,0.51,Premium,4,E,SI1,3,"1,016.03",1016.03,,,,
264,0.51,Premium,4,E,VS2,5,"1,924.03",1924.03,,,,
604,0.51,Premium,4,E,VS2,5,"1,924.03",1924.03,,,,
741,0.51,Premium,4,E,SI1,3,"1,016.03",1016.03,,,,
914,0.51,Premium,4,G,SI1,3,"1,016.03",1016.03,,,,
970,0.51,Premium,4,F,SI1,3,"1,016.03",1016.03,,,,
1339,0.51,Premium,4,G,VVS2,6,"2,378.03",2378.03,,,,
1402,0.51,Premium,4,E,VS1,4,"1,470.03",1470.03,,,,
1819,0.51,Premium,4,E,VS2,5,"1,924.03",1924.03,,,,
1863,0.51,Premium,4,G,SI2,2,562.03,562.03,,,,
1887,0.51,Premium,4,D,VS1,4,"1,470.03",1470.03,,,,
1975,0.51,Premium,4,D,VS2,5,"1,924.03",1924.03,,,,
2039,0.51,Premium,4,F,VVS2,6,"2,378.03",2378.03,,,,
2591,0.51,Premium,4,E,VS2,5,"1,924.03",1924.03,,,,
2790,0.51,Premium,4,G,VS2,5,"1,924.03",1924.03,,,,
305,0.51,Very Good,3,F,SI1,3,857.93,857.93,,,,
374,0.51,Very Good,3,G,VS2,5,"1,765.93",1765.93,,,,
1354,0.51,Very Good,3,F,VS1,4,"1,311.93",1311.93,,,,
1392,0.51,Very Good,3,I,VS1,4,"1,311.93",1311.93,,,,
1479,0.51,Very Good,3,G,VS2,5,"1,765.93",1765.93,,,,
2014,0.51,Very Good,3,E,VS2,5,"1,765.93",1765.93,,,,
2022,0.51,Very Good,3,G,VS2,5,"1,765.93",1765.93,,,,
2694,0.51,Very Good,3,I,SI1,3,857.93,857.93,,,,
566,0.51,Good,2,F,SI1,3,699.83,699.83,,,,
1124,0.51,Good,2,H,VS2,5,"1,607.83",1607.83,,,,
1270,0.51,Good,2,E,SI1,3,699.83,699.83,,,,
820,0.51,Fair,1,F,SI1,3,541.73,541.73,,,,
2187,0.51,Fair,1,G,SI1,3,541.73,541.73,,,,
2978,0.51,Fair,1,E,VS2,5,"1,449.73",1449.73,,,,
102,0.5,Ideal,5,H,SI1,3,"1,090.00",1090,,,,
368,0.5,Ideal,5,F,SI1,3,"1,090.00",1090,,,,
642,0.5,Ideal,5,D,VS2,5,"1,998.00",1998,,,,
809,0.5,Ideal,5,G,VVS1,7,"2,906.00",2906,,,,
832,0.5,Ideal,5,E,SI1,3,"1,090.00",1090,,,,
1025,0.5,Ideal,5,I,SI1,3,"1,090.00",1090,,,,
1488,0.5,Ideal,5,H,SI1,3,"1,090.00",1090,,,,
1632,0.5,Ideal,5,D,VS2,5,"1,998.00",1998,,,,
1708,0.5,Ideal,5,H,SI1,3,"1,090.00",1090,,,,
1786,0.5,Ideal,5,D,VVS2,6,"2,452.00",2452,,,,
1963,0.5,Ideal,5,E,VS2,5,"1,998.00",1998,,,,
2145,0.5,Ideal,5,G,VVS1,7,"2,906.00",2906,,,,
2205,0.5,Ideal,5,G,VVS2,6,"2,452.00",2452,,,,
2402,0.5,Ideal,5,E,VS2,5,"1,998.00",1998,,,,
2903,0.5,Ideal,5,D,SI2,2,636,636,,,,
2961,0.5,Ideal,5,E,VVS2,6,"2,452.00",2452,,,,
516,0.5,Premium,4,G,VVS2,6,"2,293.90",2293.9,,,,
558,0.5,Premium,4,E,SI1,3,931.9,931.9,,,,
620,0.5,Premium,4,J,SI1,3,931.9,931.9,,,,
683,0.5,Premium,4,F,VS1,4,"1,385.90",1385.9,,,,
742,0.5,Premium,4,G,VVS2,6,"2,293.90",2293.9,,,,
1245,0.5,Premium,4,D,SI1,3,931.9,931.9,,,,
1250,0.5,Premium,4,F,SI1,3,931.9,931.9,,,,
1286,0.5,Premium,4,E,VS2,5,"1,839.90",1839.9,,,,
1336,0.5,Premium,4,F,VS1,4,"1,385.90",1385.9,,,,
1425,0.5,Premium,4,G,VS1,4,"1,385.90",1385.9,,,,
1548,0.5,Premium,4,G,VS1,4,"1,385.90",1385.9,,,,
1562,0.5,Premium,4,G,VVS2,6,"2,293.90",2293.9,,,,
2405,0.5,Premium,4,G,VS1,4,"1,385.90",1385.9,,,,
2428,0.5,Premium,4,F,VS1,4,"1,385.90",1385.9,,,,
2600,0.5,Premium,4,D,SI1,3,931.9,931.9,,,,
2691,0.5,Premium,4,F,SI1,3,931.9,931.9,,,,
2792,0.5,Premium,4,E,VS2,5,"1,839.90",1839.9,,,,
2866,0.5,Premium,4,D,SI1,3,931.9,931.9,,,,
2960,0.5,Premium,4,D,VS2,5,"1,839.90",1839.9,,,,
124,0.5,Very Good,3,E,SI1,3,773.8,773.8,,,,
493,0.5,Very Good,3,G,SI1,3,773.8,773.8,,,,
1067,0.5,Very Good,3,D,SI2,2,319.8,319.8,,,,
1193,0.5,Very Good,3,D,VS2,5,"1,681.80",1681.8,,,,
1362,0.5,Very Good,3,E,VS2,5,"1,681.80",1681.8,,,,
1394,0.5,Very Good,3,J,VS2,5,"1,681.80",1681.8,,,,
1465,0.5,Very Good,3,E,SI1,3,773.8,773.8,,,,
1467,0.5,Very Good,3,E,SI1,3,773.8,773.8,,,,
1936,0.5,Very Good,3,E,VS1,4,"1,227.80",1227.8,,,,
2426,0.5,Very Good,3,H,SI1,3,773.8,773.8,,,,
2602,0.5,Very Good,3,H,VS1,4,"1,227.80",1227.8,,,,
2610,0.5,Very Good,3,F,VS2,5,"1,681.80",1681.8,,,,
2641,0.5,Very Good,3,E,SI2,2,319.8,319.8,,,,
2878,0.5,Very Good,3,D,VS2,5,"1,681.80",1681.8,,,,
140,0.5,Good,2,D,SI1,3,615.7,615.7,,,,
697,0.5,Good,2,E,SI1,3,615.7,615.7,,,,
847,0.5,Good,2,D,SI1,3,615.7,615.7,,,,
1279,0.5,Good,2,H,VS2,5,"1,523.70",1523.7,,,,
1671,0.5,Good,2,E,SI1,3,615.7,615.7,,,,
2479,0.5,Good,2,G,VS2,5,"1,523.70",1523.7,,,,
2587,0.5,Good,2,G,SI2,2,161.7,161.7,,,,
2751,0.5,Good,2,F,SI1,3,615.7,615.7,,,,
252,0.5,Fair,1,E,VS2,5,"1,365.60",1365.6,,,,
714,0.5,Fair,1,H,VS1,4,911.6,911.6,,,,
727,0.5,Fair,1,E,VS2,5,"1,365.60",1365.6,,,,
1099,0.5,Fair,1,G,VS1,4,911.6,911.6,,,,
1220,0.5,Fair,1,F,SI1,3,457.6,457.6,,,,
2112,0.48,Premium,4,F,VS2,5,"1,671.64",1671.64,,,,
1723,0.48,Very Good,3,E,SI1,3,605.54,605.54,,,,
212,0.48,Good,2,F,VS1,4,901.44,901.44,,,,
1495,0.47,Ideal,5,H,VS2,5,"1,745.61",1745.61,,,,
912,0.47,Very Good,3,D,VS1,4,975.41,975.41,,,,
1514,0.47,Very Good,3,F,VVS2,6,"1,883.41",1883.41,,,,
2132,0.47,Good,2,F,VS1,4,817.31,817.31,,,,
1641,0.47,Fair,1,E,SI1,3,205.21,205.21,,,,
126,0.46,Ideal,5,J,VS2,5,"1,661.48",1661.48,,,,
1126,0.46,Ideal,5,E,VVS1,7,"2,569.48",2569.48,,,,
2699,0.46,Ideal,5,E,SI2,2,299.48,299.48,,,,
2760,0.46,Ideal,5,G,IF,8,"3,023.48",3023.48,,,,
2890,0.46,Ideal,5,G,VVS1,7,"2,569.48",2569.48,,,,
810,0.46,Premium,4,I,SI2,2,141.38,141.38,,,,
937,0.46,Premium,4,F,VVS1,7,"2,411.38",2411.38,,,,
1203,0.46,Premium,4,I,IF,8,"2,865.38",2865.38,,,,
2166,0.46,Very Good,3,D,VS2,5,"1,345.28",1345.28,,,,
1050,0.46,Fair,1,G,VS2,5,"1,029.08",1029.08,,,,
2766,0.46,Fair,1,I,VS1,4,575.08,575.08,,,,
2974,0.46,Fair,1,G,VS1,4,575.08,575.08,,,,
865,0.45,Ideal,5,G,VVS1,7,"2,485.35",2485.35,,,,
67,0.45,Premium,4,D,VS1,4,965.25,965.25,,,,
437,0.45,Good,2,F,VS1,4,649.05,649.05,,,,
2411,0.45,Good,2,G,VVS1,7,"2,011.05",2011.05,,,,
1177,0.44,Ideal,5,D,VS1,4,"1,039.22",1039.22,,,,
1300,0.44,Ideal,5,E,VS2,5,"1,493.22",1493.22,,,,
1865,0.44,Ideal,5,I,VS1,4,"1,039.22",1039.22,,,,
2517,0.44,Ideal,5,F,VVS2,6,"1,947.22",1947.22,,,,
2662,0.44,Ideal,5,F,SI1,3,585.22,585.22,,,,
515,0.44,Premium,4,G,VS2,5,"1,335.12",1335.12,,,,
2956,0.44,Good,2,E,VS2,5,"1,018.92",1018.92,,,,
289,0.43,Ideal,5,F,VVS2,6,"1,863.09",1863.09,,,,
510,0.43,Ideal,5,G,VVS1,7,"2,317.09",2317.09,,,,
559,0.43,Ideal,5,G,VVS2,6,"1,863.09",1863.09,,,,
1090,0.43,Ideal,5,G,VS1,4,955.09,955.09,,,,
1112,0.43,Ideal,5,G,VVS1,7,"2,317.09",2317.09,,,,
1471,0.43,Ideal,5,F,VVS1,7,"2,317.09",2317.09,,,,
1955,0.43,Ideal,5,E,VVS2,6,"1,863.09",1863.09,,,,
1995,0.43,Ideal,5,G,IF,8,"2,771.09",2771.09,,,,
2107,0.43,Ideal,5,F,SI1,3,501.09,501.09,,,,
2157,0.43,Ideal,5,F,SI1,3,501.09,501.09,,,,
2183,0.43,Ideal,5,D,VS2,5,"1,409.09",1409.09,,,,
2303,0.43,Ideal,5,F,VVS1,7,"2,317.09",2317.09,,,,
2640,0.43,Ideal,5,E,VVS1,7,"2,317.09",2317.09,,,,
215,0.43,Premium,4,E,VS2,5,"1,250.99",1250.99,,,,
406,0.43,Premium,4,E,SI1,3,342.99,342.99,,,,
542,0.43,Premium,4,I,IF,8,"2,612.99",2612.99,,,,
1578,0.43,Premium,4,G,VS1,4,796.99,796.99,,,,
2313,0.43,Premium,4,G,VS2,5,"1,250.99",1250.99,,,,
2329,0.43,Premium,4,F,VS2,5,"1,250.99",1250.99,,,,
487,0.43,Very Good,3,E,SI1,3,184.89,184.89,,,,
1035,0.43,Very Good,3,G,SI1,3,184.89,184.89,,,,
1044,0.43,Very Good,3,G,SI2,2,-269.11,-269.11,,,,
1546,0.43,Very Good,3,G,VVS1,7,"2,000.89",2000.89,,,,
1696,0.43,Very Good,3,G,VS1,4,638.89,638.89,,,,
1744,0.43,Very Good,3,E,SI1,3,184.89,184.89,,,,
2980,0.43,Very Good,3,H,SI1,3,184.89,184.89,,,,
1150,0.43,Good,2,E,SI1,3,26.79,26.79,,,,
1276,0.43,Good,2,F,SI1,3,26.79,26.79,,,,
280,0.42,Ideal,5,F,VS2,5,"1,324.96",1324.96,,,,
360,0.42,Ideal,5,G,VVS1,7,"2,232.96",2232.96,,,,
581,0.42,Ideal,5,G,VS1,4,870.96,870.96,,,,
623,0.42,Ideal,5,D,SI1,3,416.96,416.96,,,,
696,0.42,Ideal,5,D,SI1,3,416.96,416.96,,,,
722,0.42,Ideal,5,D,VS1,4,870.96,870.96,,,,
976,0.42,Ideal,5,E,VS2,5,"1,324.96",1324.96,,,,
1198,0.42,Ideal,5,J,VS1,4,870.96,870.96,,,,
1524,0.42,Ideal,5,D,VVS2,6,"1,778.96",1778.96,,,,
1620,0.42,Ideal,5,G,VS2,5,"1,324.96",1324.96,,,,
1741,0.42,Ideal,5,E,VVS1,7,"2,232.96",2232.96,,,,
1905,0.42,Ideal,5,E,SI2,2,-37.04,-37.04,,,,
2002,0.42,Ideal,5,F,VVS2,6,"1,778.96",1778.96,,,,
2076,0.42,Ideal,5,G,SI1,3,416.96,416.96,,,,
2095,0.42,Ideal,5,D,VS2,5,"1,324.96",1324.96,,,,
2141,0.42,Ideal,5,H,VVS1,7,"2,232.96",2232.96,,,,
2263,0.42,Ideal,5,F,VS1,4,870.96,870.96,,,,
2322,0.42,Ideal,5,D,VVS2,6,"1,778.96",1778.96,,,,
2344,0.42,Ideal,5,G,VVS2,6,"1,778.96",1778.96,,,,
2444,0.42,Ideal,5,G,VS2,5,"1,324.96",1324.96,,,,
2501,0.42,Ideal,5,G,VS1,4,870.96,870.96,,,,
2544,0.42,Ideal,5,E,VS2,5,"1,324.96",1324.96,,,,
2574,0.42,Ideal,5,G,VS1,4,870.96,870.96,,,,
2953,0.42,Ideal,5,G,VVS1,7,"2,232.96",2232.96,,,,
303,0.42,Premium,4,G,VS2,5,"1,166.86",1166.86,,,,
704,0.42,Premium,4,H,SI1,3,258.86,258.86,,,,
807,0.42,Premium,4,D,VS1,4,712.86,712.86,,,,
1903,0.42,Premium,4,G,SI1,3,258.86,258.86,,,,
1974,0.42,Premium,4,H,VVS1,7,"2,074.86",2074.86,,,,
2407,0.42,Premium,4,F,VVS1,7,"2,074.86",2074.86,,,,
2765,0.42,Premium,4,G,VS2,5,"1,166.86",1166.86,,,,
2886,0.42,Premium,4,E,SI2,2,-195.14,-195.14,,,,
273,0.42,Very Good,3,G,SI1,3,100.76,100.76,,,,
560,0.42,Very Good,3,G,VS2,5,"1,008.76",1008.76,,,,
567,0.42,Very Good,3,D,SI2,2,-353.24,-353.24,,,,
1024,0.42,Very Good,3,D,VS1,4,554.76,554.76,,,,
1692,0.42,Very Good,3,E,SI1,3,100.76,100.76,,,,
2078,0.42,Very Good,3,H,VS2,5,"1,008.76",1008.76,,,,
2627,0.42,Very Good,3,E,SI1,3,100.76,100.76,,,,
2682,0.42,Very Good,3,D,SI2,2,-353.24,-353.24,,,,
1653,0.42,Good,2,F,SI1,3,-57.34,-57.34,,,,
56,0.41,Ideal,5,H,VS1,4,786.83,786.83,,,,
81,0.41,Ideal,5,E,VS2,5,"1,240.83",1240.83,,,,
132,0.41,Ideal,5,G,VVS1,7,"2,148.83",2148.83,,,,
171,0.41,Ideal,5,F,VS2,5,"1,240.83",1240.83,,,,
244,0.41,Ideal,5,E,VVS2,6,"1,694.83",1694.83,,,,
489,0.41,Ideal,5,G,VS1,4,786.83,786.83,,,,
552,0.41,Ideal,5,G,SI2,2,-121.17,-121.17,,,,
570,0.41,Ideal,5,F,VS1,4,786.83,786.83,,,,
645,0.41,Ideal,5,F,VVS2,6,"1,694.83",1694.83,,,,
768,0.41,Ideal,5,D,VVS2,6,"1,694.83",1694.83,,,,
789,0.41,Ideal,5,F,VS2,5,"1,240.83",1240.83,,,,
913,0.41,Ideal,5,D,SI2,2,-121.17,-121.17,,,,
933,0.41,Ideal,5,F,VS2,5,"1,240.83",1240.83,,,,
1132,0.41,Ideal,5,D,SI2,2,-121.17,-121.17,,,,
1169,0.41,Ideal,5,I,VVS1,7,"2,148.83",2148.83,,,,
1206,0.41,Ideal,5,E,VVS1,7,"2,148.83",2148.83,,,,
1290,0.41,Ideal,5,G,VVS2,6,"1,694.83",1694.83,,,,
1463,0.41,Ideal,5,I,VVS2,6,"1,694.83",1694.83,,,,
1527,0.41,Ideal,5,F,VS2,5,"1,240.83",1240.83,,,,
1575,0.41,Ideal,5,F,IF,8,"2,602.83",2602.83,,,,
1636,0.41,Ideal,5,I,VS2,5,"1,240.83",1240.83,,,,
1659,0.41,Ideal,5,G,VS1,4,786.83,786.83,,,,
1684,0.41,Ideal,5,I,VS1,4,786.83,786.83,,,,
1737,0.41,Ideal,5,J,VS1,4,786.83,786.83,,,,
1754,0.41,Ideal,5,G,VVS2,6,"1,694.83",1694.83,,,,
1761,0.41,Ideal,5,E,VS2,5,"1,240.83",1240.83,,,,
2027,0.41,Ideal,5,E,VS2,5,"1,240.83",1240.83,,,,
2177,0.41,Ideal,5,H,VVS1,7,"2,148.83",2148.83,,,,
2403,0.41,Ideal,5,J,VS2,5,"1,240.83",1240.83,,,,
2442,0.41,Ideal,5,F,VVS2,6,"1,694.83",1694.83,,,,
2465,0.41,Ideal,5,E,VVS2,6,"1,694.83",1694.83,,,,
2521,0.41,Ideal,5,E,VVS2,6,"1,694.83",1694.83,,,,
2617,0.41,Ideal,5,E,VVS1,7,"2,148.83",2148.83,,,,
2686,0.41,Ideal,5,F,VS2,5,"1,240.83",1240.83,,,,
2807,0.41,Ideal,5,E,VVS2,6,"1,694.83",1694.83,,,,
34,0.41,Premium,4,G,VS2,5,"1,082.73",1082.73,,,,
131,0.41,Premium,4,F,VVS2,6,"1,536.73",1536.73,,,,
196,0.41,Premium,4,G,VS1,4,628.73,628.73,,,,
340,0.41,Premium,4,E,SI1,3,174.73,174.73,,,,
569,0.41,Premium,4,H,VS1,4,628.73,628.73,,,,
618,0.41,Premium,4,F,VS2,5,"1,082.73",1082.73,,,,
687,0.41,Premium,4,G,VVS2,6,"1,536.73",1536.73,,,,
798,0.41,Premium,4,E,VS2,5,"1,082.73",1082.73,,,,
804,0.41,Premium,4,F,VVS2,6,"1,536.73",1536.73,,,,
808,0.41,Premium,4,E,VS1,4,628.73,628.73,,,,
829,0.41,Premium,4,F,SI2,2,-279.27,-279.27,,,,
946,0.41,Premium,4,I,VVS2,6,"1,536.73",1536.73,,,,
1134,0.41,Premium,4,F,VS1,4,628.73,628.73,,,,
1145,0.41,Premium,4,E,VS1,4,628.73,628.73,,,,
1194,0.41,Premium,4,E,VS1,4,628.73,628.73,,,,
1539,0.41,Premium,4,E,VS1,4,628.73,628.73,,,,
1567,0.41,Premium,4,E,VS1,4,628.73,628.73,,,,
1583,0.41,Premium,4,F,VS1,4,628.73,628.73,,,,
1645,0.41,Premium,4,G,SI1,3,174.73,174.73,,,,
1646,0.41,Premium,4,E,SI1,3,174.73,174.73,,,,
1877,0.41,Premium,4,E,VS1,4,628.73,628.73,,,,
1939,0.41,Premium,4,E,SI2,2,-279.27,-279.27,,,,
2017,0.41,Premium,4,F,VS2,5,"1,082.73",1082.73,,,,
2106,0.41,Premium,4,D,SI2,2,-279.27,-279.27,,,,
2126,0.41,Premium,4,G,VVS2,6,"1,536.73",1536.73,,,,
2209,0.41,Premium,4,G,VS2,5,"1,082.73",1082.73,,,,
2888,0.41,Premium,4,G,VS1,4,628.73,628.73,,,,
339,0.41,Very Good,3,D,SI1,3,16.63,16.63,,,,
429,0.41,Very Good,3,E,SI2,2,-437.37,-437.37,,,,
655,0.41,Very Good,3,G,VVS2,6,"1,378.63",1378.63,,,,
731,0.41,Very Good,3,G,VS1,4,470.63,470.63,,,,
903,0.41,Very Good,3,H,SI1,3,16.63,16.63,,,,
1816,0.41,Very Good,3,D,VS2,5,924.63,924.63,,,,
2354,0.41,Very Good,3,F,VVS1,7,"1,832.63",1832.63,,,,
2449,0.41,Very Good,3,G,VVS2,6,"1,378.63",1378.63,,,,
2464,0.41,Very Good,3,G,VS1,4,470.63,470.63,,,,
2692,0.41,Very Good,3,E,SI2,2,-437.37,-437.37,,,,
410,0.41,Good,2,E,VS2,5,766.53,766.53,,,,
980,0.41,Good,2,E,VVS1,7,"1,674.53",1674.53,,,,
1698,0.41,Good,2,E,VVS2,6,"1,220.53",1220.53,,,,
1730,0.41,Good,2,G,VVS1,7,"1,674.53",1674.53,,,,
1779,0.41,Good,2,E,SI2,2,-595.47,-595.47,,,,
408,0.4,Ideal,5,F,IF,8,"2,518.70",2518.7,,,,
484,0.4,Ideal,5,I,VS2,5,"1,156.70",1156.7,,,,
677,0.4,Ideal,5,G,IF,8,"2,518.70",2518.7,,,,
690,0.4,Ideal,5,D,VS2,5,"1,156.70",1156.7,,,,
897,0.4,Ideal,5,H,VS1,4,702.7,702.7,,,,
1197,0.4,Ideal,5,I,VS1,4,702.7,702.7,,,,
1319,0.4,Ideal,5,G,VS2,5,"1,156.70",1156.7,,,,
1382,0.4,Ideal,5,F,VVS2,6,"1,610.70",1610.7,,,,
1383,0.4,Ideal,5,E,VS2,5,"1,156.70",1156.7,,,,
1457,0.4,Ideal,5,D,VVS1,7,"2,064.70",2064.7,,,,
1461,0.4,Ideal,5,F,VVS1,7,"2,064.70",2064.7,,,,
1559,0.4,Ideal,5,D,VVS2,6,"1,610.70",1610.7,,,,
2009,0.4,Ideal,5,F,VS2,5,"1,156.70",1156.7,,,,
2156,0.4,Ideal,5,F,VS1,4,702.7,702.7,,,,
2174,0.4,Ideal,5,E,SI2,2,-205.3,-205.3,,,,
2236,0.4,Ideal,5,G,VS2,5,"1,156.70",1156.7,,,,
2308,0.4,Ideal,5,G,VVS2,6,"1,610.70",1610.7,,,,
2648,0.4,Ideal,5,E,VS2,5,"1,156.70",1156.7,,,,
2789,0.4,Ideal,5,H,IF,8,"2,518.70",2518.7,,,,
2823,0.4,Ideal,5,I,SI1,3,248.7,248.7,,,,
2977,0.4,Ideal,5,F,VS2,5,"1,156.70",1156.7,,,,
233,0.4,Premium,4,D,SI2,2,-363.4,-363.4,,,,
262,0.4,Premium,4,F,SI1,3,90.6,90.6,,,,
537,0.4,Premium,4,E,VS1,4,544.6,544.6,,,,
575,0.4,Premium,4,E,SI1,3,90.6,90.6,,,,
668,0.4,Premium,4,D,SI2,2,-363.4,-363.4,,,,
732,0.4,Premium,4,D,VS2,5,998.6,998.6,,,,
784,0.4,Premium,4,D,VS1,4,544.6,544.6,,,,
860,0.4,Premium,4,H,SI1,3,90.6,90.6,,,,
1267,0.4,Premium,4,F,VS1,4,544.6,544.6,,,,
1346,0.4,Premium,4,H,VS2,5,998.6,998.6,,,,
1496,0.4,Premium,4,G,VVS2,6,"1,452.60",1452.6,,,,
2084,0.4,Premium,4,F,SI1,3,90.6,90.6,,,,
2241,0.4,Premium,4,D,VVS2,6,"1,452.60",1452.6,,,,
2373,0.4,Premium,4,F,VVS2,6,"1,452.60",1452.6,,,,
2443,0.4,Premium,4,D,SI1,3,90.6,90.6,,,,
2541,0.4,Premium,4,F,VVS1,7,"1,906.60",1906.6,,,,
2622,0.4,Premium,4,G,VS1,4,544.6,544.6,,,,
2877,0.4,Premium,4,D,SI2,2,-363.4,-363.4,,,,
2884,0.4,Premium,4,H,VS1,4,544.6,544.6,,,,
2964,0.4,Premium,4,D,SI2,2,-363.4,-363.4,,,,
45,0.4,Very Good,3,F,VVS1,7,"1,748.50",1748.5,,,,
314,0.4,Very Good,3,F,SI1,3,-67.5,-67.5,,,,
341,0.4,Very Good,3,D,SI2,2,-521.5,-521.5,,,,
373,0.4,Very Good,3,G,SI1,3,-67.5,-67.5,,,,
391,0.4,Very Good,3,D,VS2,5,840.5,840.5,,,,
401,0.4,Very Good,3,D,SI2,2,-521.5,-521.5,,,,
518,0.4,Very Good,3,D,VVS2,6,"1,294.50",1294.5,,,,
649,0.4,Very Good,3,D,SI1,3,-67.5,-67.5,,,,
770,0.4,Very Good,3,E,VS1,4,386.5,386.5,,,,
1041,0.4,Very Good,3,E,IF,8,"2,202.50",2202.5,,,,
1079,0.4,Very Good,3,E,SI1,3,-67.5,-67.5,,,,
1486,0.4,Very Good,3,D,VS2,5,840.5,840.5,,,,
1510,0.4,Very Good,3,F,VVS1,7,"1,748.50",1748.5,,,,
1519,0.4,Very Good,3,E,SI1,3,-67.5,-67.5,,,,
1525,0.4,Very Good,3,F,VVS1,7,"1,748.50",1748.5,,,,
1533,0.4,Very Good,3,H,VVS1,7,"1,748.50",1748.5,,,,
1926,0.4,Very Good,3,D,VS2,5,840.5,840.5,,,,
2085,0.4,Very Good,3,E,VS2,5,840.5,840.5,,,,
2295,0.4,Very Good,3,G,SI2,2,-521.5,-521.5,,,,
2340,0.4,Very Good,3,E,SI2,2,-521.5,-521.5,,,,
2341,0.4,Very Good,3,J,IF,8,"2,202.50",2202.5,,,,
2578,0.4,Very Good,3,D,VVS2,6,"1,294.50",1294.5,,,,
2599,0.4,Very Good,3,E,VVS1,7,"1,748.50",1748.5,,,,
2808,0.4,Very Good,3,G,VS1,4,386.5,386.5,,,,
283,0.4,Good,2,F,VS2,5,682.4,682.4,,,,
1204,0.4,Good,2,E,SI2,2,-679.6,-679.6,,,,
1412,0.4,Good,2,F,I1,1,"-1,133.60",-1133.6,,,,
1502,0.4,Good,2,F,VS2,5,682.4,682.4,,,,
1803,0.4,Good,2,F,SI1,3,-225.6,-225.6,,,,
2471,0.4,Good,2,D,SI1,3,-225.6,-225.6,,,,
2518,0.4,Good,2,D,SI1,3,-225.6,-225.6,,,,
96,0.39,Ideal,5,F,IF,8,"2,434.57",2434.57,,,,
288,0.39,Ideal,5,G,SI2,2,-289.43,-289.43,,,,
463,0.39,Ideal,5,H,SI2,2,-289.43,-289.43,,,,
